feedback_id,user_id,raw_text,channel,aspect_category,urgency_score,label,timestamp
10031,294,System latency is terrible after the latest update.,Mobile App,Billing Defect,0.923,0,2026-09-12 12:12:33
10032,984,Fast shipping and nice packaging.,Mobile App,General Praise,0.1644,1,2026-09-12 06:09:33
10033,845,Love the new design update! Very smooth.,Email Support,Billing Defect,0.0242,1,2026-08-24 20:00:33
10034,532,"Major outage across the platform, unable to log in.",Twitter,Shipping Delay,0.7794,0,2026-09-03 13:43:33
10035,982,App keeps crashing during checkout payment step!,Call Center Note,Billing Defect,0.7773,0,2026-08-15 19:40:33
10036,871,Love the new design update! Very smooth.,Twitter,App Crash,0.3876,1,2026-09-01 00:19:33
10037,160,Customer support resolved my billing issue in 5 minutes.,Twitter,UI Ergonomics,0.3459,1,2026-08-13 14:46:33
10038,903,"Great quality product, highly recommended!",Web Review,Shipping Delay,0.3706,1,2026-09-01 18:27:33
10039,403,Fast shipping and nice packaging.,Twitter,Billing Defect,0.0619,1,2026-09-08 21:02:33
10040,158,Love the new design update! Very smooth.,Mobile App,Product Quality,0.2992,1,2026-09-04 05:11:33
10041,620,Customer support resolved my billing issue in 5 minutes.,Mobile App,App Crash,0.0228,1,2026-08-16 15:15:33
10042,683,Customer support resolved my billing issue in 5 minutes.,Twitter,Product Quality,0.1615,1,2026-09-09 13:47:33
10043,697,App keeps crashing during checkout payment step!,Call Center Note,Product Quality,0.7677,0,2026-08-27 21:58:33
10044,421,Customer support resolved my billing issue in 5 minutes.,Twitter,Shipping Delay,0.2679,1,2026-08-31 12:43:33
10045,869,Package arrived damaged and customer support is ignoring my emails.,Mobile App,Billing Defect,0.7829,0,2026-09-03 08:59:33
10046,318,Love the new design update! Very smooth.,Call Center Note,Shipping Delay,0.0293,1,2026-08-19 13:05:33
10047,478,Love the new design update! Very smooth.,Email Support,App Crash,0.3517,1,2026-09-02 11:01:33
10048,926,"Great quality product, highly recommended!",Call Center Note,Billing Defect,0.2447,1,2026-09-07 18:11:33
10049,237,App keeps crashing during checkout payment step!,Email Support,Billing Defect,0.9756,0,2026-08-18 09:19:33
10050,719,Customer support resolved my billing issue in 5 minutes.,Twitter,General Praise,0.1089,1,2026-08-29 02:56:33
10051,357,Package arrived damaged and customer support is ignoring my emails.,Mobile App,Billing Defect,0.8022,0,2026-09-11 09:13:33
10052,441,"Great quality product, highly recommended!",Twitter,General Praise,0.0176,1,2026-08-25 10:32:33
10053,537,System latency is terrible after the latest update.,Call Center Note,Billing Defect,0.8207,0,2026-08-18 14:36:33
10054,954,"Double charged on my credit card, fix this immediately!",Email Support,Product Quality,0.8182,0,2026-09-07 15:55:33
10055,473,"Double charged on my credit card, fix this immediately!",Mobile App,Shipping Delay,0.6167,0,2026-08-23 01:52:33
10056,673,Love the new design update! Very smooth.,Web Review,Product Quality,0.1415,1,2026-08-20 13:13:33
10057,919,Customer support resolved my billing issue in 5 minutes.,Twitter,UI Ergonomics,0.3458,1,2026-08-14 15:29:33
10058,521,Package arrived damaged and customer support is ignoring my emails.,Twitter,Shipping Delay,0.913,0,2026-08-20 18:18:33
10059,139,Love the new design update! Very smooth.,Web Review,App Crash,0.153,1,2026-08-22 14:24:33
10060,940,Fast shipping and nice packaging.,Twitter,App Crash,0.1399,1,2026-08-14 14:15:33
10061,985,Fast shipping and nice packaging.,Mobile App,Shipping Delay,0.1313,1,2026-08-29 11:57:33
10062,963,Fast shipping and nice packaging.,Call Center Note,Shipping Delay,0.2718,1,2026-08-14 18:33:33
10063,371,Package arrived damaged and customer support is ignoring my emails.,Mobile App,Billing Defect,0.6714,0,2026-09-09 16:01:33
10064,623,"Great quality product, highly recommended!",Mobile App,UI Ergonomics,0.1746,1,2026-09-08 18:12:33
10065,101,App keeps crashing during checkout payment step!,Call Center Note,Product Quality,0.8835,0,2026-08-22 11:37:33
10066,438,App keeps crashing during checkout payment step!,Call Center Note,Shipping Delay,0.9795,0,2026-08-19 04:32:33
10067,782,"Great quality product, highly recommended!",Web Review,Shipping Delay,0.2028,1,2026-08-31 19:56:33
10068,780,Customer support resolved my billing issue in 5 minutes.,Web Review,General Praise,0.0767,1,2026-08-21 10:30:33
10069,953,"Great quality product, highly recommended!",Mobile App,Shipping Delay,0.1624,1,2026-08-26 13:48:33
10070,429,"Major outage across the platform, unable to log in.",Web Review,UI Ergonomics,0.8427,0,2026-09-02 15:22:33
10071,915,Fast shipping and nice packaging.,Twitter,General Praise,0.3175,1,2026-08-17 09:02:33
10072,938,"Major outage across the platform, unable to log in.",Twitter,General Praise,0.7341,0,2026-08-27 15:28:33
10073,147,"Double charged on my credit card, fix this immediately!",Twitter,UI Ergonomics,0.6589,0,2026-09-10 08:05:33
10074,744,Love the new design update! Very smooth.,Call Center Note,App Crash,0.1822,1,2026-08-30 23:49:33
10075,804,Customer support resolved my billing issue in 5 minutes.,Mobile App,Billing Defect,0.059,1,2026-09-01 20:47:33
10076,670,"Major outage across the platform, unable to log in.",Twitter,Billing Defect,0.7858,0,2026-09-03 06:59:33
10077,672,System latency is terrible after the latest update.,Call Center Note,Shipping Delay,0.867,0,2026-09-02 15:49:33
10078,661,Fast shipping and nice packaging.,Web Review,App Crash,0.3322,1,2026-09-04 02:53:33
10079,383,Customer support resolved my billing issue in 5 minutes.,Call Center Note,UI Ergonomics,0.3359,1,2026-09-11 00:59:33
10080,392,System latency is terrible after the latest update.,Twitter,Shipping Delay,0.631,0,2026-08-28 19:15:33
10081,254,"Major outage across the platform, unable to log in.",Twitter,UI Ergonomics,0.6322,0,2026-08-20 11:19:33
10082,438,Love the new design update! Very smooth.,Call Center Note,UI Ergonomics,0.1659,1,2026-09-01 10:33:33
10083,888,System latency is terrible after the latest update.,Call Center Note,General Praise,0.7558,0,2026-08-14 09:45:33
10084,460,Fast shipping and nice packaging.,Email Support,UI Ergonomics,0.1908,1,2026-09-01 14:05:33
10085,379,Customer support resolved my billing issue in 5 minutes.,Web Review,UI Ergonomics,0.1953,1,2026-08-14 20:07:33
10086,960,System latency is terrible after the latest update.,Web Review,App Crash,0.8897,0,2026-09-10 20:05:33
10087,778,Fast shipping and nice packaging.,Mobile App,Billing Defect,0.2368,1,2026-09-11 18:28:33
10088,366,Fast shipping and nice packaging.,Web Review,Shipping Delay,0.0727,1,2026-08-23 03:36:33
10089,488,"Great quality product, highly recommended!",Email Support,UI Ergonomics,0.3045,1,2026-08-24 23:57:33
10090,652,Fast shipping and nice packaging.,Mobile App,Shipping Delay,0.0078,1,2026-08-23 17:19:33
10091,353,Love the new design update! Very smooth.,Twitter,Billing Defect,0.3017,1,2026-09-10 19:04:33
10092,217,"Double charged on my credit card, fix this immediately!",Call Center Note,App Crash,0.7894,0,2026-09-03 16:21:33
10093,721,"Great quality product, highly recommended!",Mobile App,App Crash,0.0671,1,2026-08-27 16:09:33
10094,689,App keeps crashing during checkout payment step!,Web Review,UI Ergonomics,0.9716,0,2026-08-22 13:02:33
10095,891,"Double charged on my credit card, fix this immediately!",Email Support,General Praise,0.6408,0,2026-09-09 20:13:33
10096,538,Love the new design update! Very smooth.,Email Support,Billing Defect,0.1389,1,2026-09-05 13:03:33
10097,942,Love the new design update! Very smooth.,Web Review,Billing Defect,0.3398,1,2026-09-02 05:56:33
10098,545,Fast shipping and nice packaging.,Twitter,General Praise,0.2829,1,2026-09-06 06:18:33
10099,651,"Great quality product, highly recommended!",Web Review,UI Ergonomics,0.2464,1,2026-09-02 08:10:33
10100,351,"Great quality product, highly recommended!",Mobile App,Shipping Delay,0.1289,1,2026-09-03 00:48:33
10101,784,System latency is terrible after the latest update.,Web Review,Shipping Delay,0.8279,0,2026-08-14 19:45:33
10102,317,"Great quality product, highly recommended!",Email Support,Shipping Delay,0.0727,1,2026-08-29 00:09:33
10103,382,"Major outage across the platform, unable to log in.",Call Center Note,Billing Defect,0.8805,0,2026-09-06 00:42:33
10104,516,Love the new design update! Very smooth.,Web Review,Product Quality,0.0965,1,2026-08-24 10:54:33
10105,117,Fast shipping and nice packaging.,Mobile App,Shipping Delay,0.1793,1,2026-08-23 14:27:33
10106,695,Customer support resolved my billing issue in 5 minutes.,Email Support,UI Ergonomics,0.1225,1,2026-09-07 16:57:33
10107,663,Fast shipping and nice packaging.,Email Support,Shipping Delay,0.3987,1,2026-09-03 04:01:33
10108,838,Package arrived damaged and customer support is ignoring my emails.,Twitter,Shipping Delay,0.6922,0,2026-08-18 23:00:33
10109,856,Customer support resolved my billing issue in 5 minutes.,Web Review,Shipping Delay,0.0766,1,2026-09-09 08:24:33
10110,952,"Great quality product, highly recommended!",Twitter,Shipping Delay,0.3922,1,2026-08-23 20:53:33
10111,646,Package arrived damaged and customer support is ignoring my emails.,Twitter,Shipping Delay,0.6057,0,2026-08-15 14:07:33
10112,229,"Great quality product, highly recommended!",Web Review,Billing Defect,0.279,1,2026-08-14 01:48:33
10113,448,Fast shipping and nice packaging.,Twitter,Billing Defect,0.1915,1,2026-08-25 00:11:33
10114,166,Fast shipping and nice packaging.,Web Review,UI Ergonomics,0.0456,1,2026-08-16 21:20:33
10115,930,Love the new design update! Very smooth.,Call Center Note,Shipping Delay,0.0607,1,2026-08-17 09:27:33
10116,526,Love the new design update! Very smooth.,Call Center Note,Product Quality,0.2232,1,2026-09-10 15:53:33
10117,553,"Major outage across the platform, unable to log in.",Email Support,Product Quality,0.7522,0,2026-09-02 00:48:33
10118,857,"Major outage across the platform, unable to log in.",Mobile App,App Crash,0.6241,0,2026-09-10 23:38:33
10119,277,App keeps crashing during checkout payment step!,Call Center Note,Billing Defect,0.6628,0,2026-08-20 15:23:33
10120,581,System latency is terrible after the latest update.,Email Support,Billing Defect,0.8757,0,2026-08-24 01:15:33
10121,564,Package arrived damaged and customer support is ignoring my emails.,Mobile App,General Praise,0.8812,0,2026-08-24 03:22:33
10122,657,Customer support resolved my billing issue in 5 minutes.,Twitter,General Praise,0.1701,1,2026-08-20 07:09:33
10123,269,Customer support resolved my billing issue in 5 minutes.,Email Support,Product Quality,0.0286,1,2026-09-08 10:08:33
10124,805,Fast shipping and nice packaging.,Email Support,General Praise,0.0497,1,2026-08-31 20:03:33
10125,712,Fast shipping and nice packaging.,Mobile App,UI Ergonomics,0.1751,1,2026-08-28 04:28:33
10126,790,Love the new design update! Very smooth.,Call Center Note,Product Quality,0.0365,1,2026-08-14 11:04:33
10127,881,"Great quality product, highly recommended!",Twitter,UI Ergonomics,0.2305,1,2026-09-06 03:15:33
10128,699,"Great quality product, highly recommended!",Web Review,General Praise,0.0726,1,2026-09-04 21:30:33
10129,441,Fast shipping and nice packaging.,Email Support,General Praise,0.1392,1,2026-08-18 06:40:33
10130,607,"Great quality product, highly recommended!",Email Support,General Praise,0.1647,1,2026-08-31 17:49:33
10131,422,Love the new design update! Very smooth.,Email Support,Shipping Delay,0.1819,1,2026-08-18 19:02:33
10132,944,Fast shipping and nice packaging.,Mobile App,General Praise,0.346,1,2026-09-07 05:04:33
10133,470,Love the new design update! Very smooth.,Call Center Note,UI Ergonomics,0.075,1,2026-09-10 23:31:33
10134,662,Love the new design update! Very smooth.,Twitter,Shipping Delay,0.0814,1,2026-09-02 10:57:33
10135,745,Fast shipping and nice packaging.,Call Center Note,App Crash,0.0486,1,2026-08-20 17:24:33
10136,195,App keeps crashing during checkout payment step!,Twitter,Billing Defect,0.8209,0,2026-09-03 12:26:33
10137,833,Customer support resolved my billing issue in 5 minutes.,Email Support,Product Quality,0.1994,1,2026-08-25 23:04:33
10138,349,Fast shipping and nice packaging.,Web Review,Product Quality,0.3921,1,2026-08-20 02:24:33
10139,239,"Major outage across the platform, unable to log in.",Mobile App,Shipping Delay,0.8033,0,2026-09-01 09:38:33
10140,102,"Major outage across the platform, unable to log in.",Email Support,General Praise,0.7069,0,2026-08-27 02:31:33
10141,557,Fast shipping and nice packaging.,Call Center Note,UI Ergonomics,0.3461,1,2026-08-29 05:23:33
10142,429,"Major outage across the platform, unable to log in.",Twitter,General Praise,0.7509,0,2026-08-24 09:15:33
10143,520,Customer support resolved my billing issue in 5 minutes.,Mobile App,Shipping Delay,0.3424,1,2026-09-04 01:01:33
10144,779,Fast shipping and nice packaging.,Twitter,UI Ergonomics,0.1544,1,2026-08-15 04:51:33
10145,202,"Major outage across the platform, unable to log in.",Web Review,Billing Defect,0.7328,0,2026-09-06 10:53:33
10146,519,Love the new design update! Very smooth.,Twitter,Billing Defect,0.289,1,2026-09-03 21:13:33
10147,809,"Great quality product, highly recommended!",Web Review,General Praise,0.1354,1,2026-08-17 04:08:33
10148,741,Fast shipping and nice packaging.,Web Review,Product Quality,0.3817,1,2026-08-15 03:37:33
10149,394,Customer support resolved my billing issue in 5 minutes.,Twitter,General Praise,0.2525,1,2026-08-17 15:08:33
10150,820,Love the new design update! Very smooth.,Mobile App,UI Ergonomics,0.3041,1,2026-08-21 02:07:33
10151,915,Love the new design update! Very smooth.,Mobile App,Shipping Delay,0.0184,1,2026-08-29 19:57:33
10152,521,"Double charged on my credit card, fix this immediately!",Call Center Note,General Praise,0.6977,0,2026-08-21 17:05:33
10153,491,App keeps crashing during checkout payment step!,Call Center Note,General Praise,0.8438,0,2026-08-24 11:28:33
10154,753,Customer support resolved my billing issue in 5 minutes.,Email Support,UI Ergonomics,0.0929,1,2026-08-25 03:18:33
10155,793,Fast shipping and nice packaging.,Call Center Note,App Crash,0.3605,1,2026-08-16 21:05:33
10156,406,"Great quality product, highly recommended!",Web Review,General Praise,0.3951,1,2026-08-24 21:35:33
10157,493,"Great quality product, highly recommended!",Web Review,Billing Defect,0.0797,1,2026-08-24 07:30:33
10158,816,Package arrived damaged and customer support is ignoring my emails.,Email Support,Billing Defect,0.8299,0,2026-09-12 11:22:33
10159,802,App keeps crashing during checkout payment step!,Mobile App,Product Quality,0.8264,0,2026-09-05 02:58:33
10160,335,"Great quality product, highly recommended!",Call Center Note,Shipping Delay,0.3103,1,2026-08-23 11:37:33
10161,838,"Great quality product, highly recommended!",Twitter,General Praise,0.2711,1,2026-08-17 22:32:33
10162,551,Love the new design update! Very smooth.,Mobile App,Product Quality,0.1236,1,2026-08-30 02:56:33
10163,434,Love the new design update! Very smooth.,Web Review,App Crash,0.3639,1,2026-08-22 15:44:33
10164,474,"Major outage across the platform, unable to log in.",Call Center Note,Product Quality,0.9506,0,2026-08-25 22:05:33
10165,593,"Great quality product, highly recommended!",Email Support,General Praise,0.3656,1,2026-08-28 22:23:33
10166,244,Fast shipping and nice packaging.,Twitter,General Praise,0.3852,1,2026-08-31 14:29:33
10167,504,"Great quality product, highly recommended!",Mobile App,Shipping Delay,0.0361,1,2026-09-06 22:29:33
10168,788,Package arrived damaged and customer support is ignoring my emails.,Email Support,Product Quality,0.8691,0,2026-08-30 20:35:33
10169,339,"Great quality product, highly recommended!",Web Review,Billing Defect,0.0433,1,2026-09-10 17:07:33
10170,326,"Great quality product, highly recommended!",Mobile App,General Praise,0.3661,1,2026-09-03 15:31:33
10171,219,"Great quality product, highly recommended!",Twitter,Billing Defect,0.2597,1,2026-08-15 05:03:33
10172,340,System latency is terrible after the latest update.,Call Center Note,App Crash,0.6464,0,2026-08-31 04:55:33
10173,844,Fast shipping and nice packaging.,Twitter,UI Ergonomics,0.2349,1,2026-09-12 07:45:33
10174,386,System latency is terrible after the latest update.,Mobile App,General Praise,0.8463,0,2026-08-30 09:08:33
10175,975,System latency is terrible after the latest update.,Email Support,Billing Defect,0.9802,0,2026-08-30 05:38:33
10176,382,"Great quality product, highly recommended!",Twitter,Billing Defect,0.0242,1,2026-09-03 05:05:33
10177,711,"Double charged on my credit card, fix this immediately!",Mobile App,Billing Defect,0.8567,0,2026-08-28 16:41:33
10178,310,"Double charged on my credit card, fix this immediately!",Mobile App,Product Quality,0.9148,0,2026-08-22 22:41:33
10179,251,Customer support resolved my billing issue in 5 minutes.,Call Center Note,Billing Defect,0.1314,1,2026-08-26 03:16:33
10180,653,Customer support resolved my billing issue in 5 minutes.,Email Support,App Crash,0.395,1,2026-08-18 12:29:33
10181,466,Love the new design update! Very smooth.,Twitter,Product Quality,0.0527,1,2026-08-28 06:03:33
10182,859,Package arrived damaged and customer support is ignoring my emails.,Web Review,Product Quality,0.621,0,2026-08-18 16:33:33
10183,470,Fast shipping and nice packaging.,Call Center Note,Product Quality,0.1793,1,2026-08-18 11:31:33
10184,144,Customer support resolved my billing issue in 5 minutes.,Call Center Note,Shipping Delay,0.3782,1,2026-09-03 08:43:33
10185,590,Love the new design update! Very smooth.,Web Review,UI Ergonomics,0.0243,1,2026-08-18 10:20:33
10186,182,Fast shipping and nice packaging.,Email Support,Product Quality,0.0294,1,2026-08-20 06:26:33
10187,699,Package arrived damaged and customer support is ignoring my emails.,Call Center Note,General Praise,0.8497,0,2026-08-28 07:36:33
10188,564,"Major outage across the platform, unable to log in.",Call Center Note,Product Quality,0.8122,0,2026-09-02 02:18:33
10189,766,App keeps crashing during checkout payment step!,Call Center Note,General Praise,0.9411,0,2026-08-23 07:16:33
10190,947,Customer support resolved my billing issue in 5 minutes.,Web Review,UI Ergonomics,0.1655,1,2026-09-01 10:47:33
10191,781,"Great quality product, highly recommended!",Email Support,Shipping Delay,0.1707,1,2026-08-20 11:08:33
10192,951,Fast shipping and nice packaging.,Mobile App,Billing Defect,0.0269,1,2026-09-02 04:08:33
10193,669,Package arrived damaged and customer support is ignoring my emails.,Mobile App,Product Quality,0.9247,0,2026-09-08 01:49:33
10194,994,Love the new design update! Very smooth.,Web Review,General Praise,0.1643,1,2026-08-15 20:36:33
10195,691,"Great quality product, highly recommended!",Call Center Note,App Crash,0.1407,1,2026-08-20 13:25:33
10196,458,Customer support resolved my billing issue in 5 minutes.,Call Center Note,Shipping Delay,0.3389,1,2026-08-18 17:54:33
10197,965,Customer support resolved my billing issue in 5 minutes.,Call Center Note,Product Quality,0.3229,1,2026-09-10 10:36:33
10198,773,Love the new design update! Very smooth.,Email Support,Billing Defect,0.2436,1,2026-08-21 17:28:33
10199,459,Package arrived damaged and customer support is ignoring my emails.,Mobile App,App Crash,0.9686,0,2026-08-20 00:53:33
10200,858,Fast shipping and nice packaging.,Mobile App,Billing Defect,0.0278,1,2026-09-06 15:50:33
10201,261,System latency is terrible after the latest update.,Email Support,Shipping Delay,0.7815,0,2026-08-28 06:43:33
10202,259,Love the new design update! Very smooth.,Twitter,Product Quality,0.3533,1,2026-08-15 18:46:33
10203,534,"Great quality product, highly recommended!",Web Review,Product Quality,0.1772,1,2026-09-02 15:14:33
10204,216,Customer support resolved my billing issue in 5 minutes.,Email Support,UI Ergonomics,0.302,1,2026-08-18 13:32:33
10205,783,"Major outage across the platform, unable to log in.",Email Support,Billing Defect,0.7947,0,2026-08-23 13:16:33
10206,309,"Major outage across the platform, unable to log in.",Email Support,App Crash,0.6219,0,2026-08-19 18:18:33
10207,107,"Great quality product, highly recommended!",Web Review,General Praise,0.1312,1,2026-09-02 02:48:33
10208,335,System latency is terrible after the latest update.,Call Center Note,Product Quality,0.813,0,2026-08-29 15:15:33
10209,570,App keeps crashing during checkout payment step!,Mobile App,Shipping Delay,0.7745,0,2026-09-08 17:17:33
10210,527,Fast shipping and nice packaging.,Email Support,Billing Defect,0.2838,1,2026-08-31 22:49:33
10211,732,Package arrived damaged and customer support is ignoring my emails.,Web Review,General Praise,0.6687,0,2026-08-29 23:39:33
10212,703,App keeps crashing during checkout payment step!,Web Review,Product Quality,0.6973,0,2026-08-17 02:19:33
10213,326,Package arrived damaged and customer support is ignoring my emails.,Email Support,App Crash,0.8983,0,2026-08-16 23:50:33
10214,298,Love the new design update! Very smooth.,Email Support,Shipping Delay,0.2122,1,2026-09-11 21:24:33
10215,362,Customer support resolved my billing issue in 5 minutes.,Twitter,App Crash,0.0411,1,2026-09-09 22:23:33
10216,891,App keeps crashing during checkout payment step!,Web Review,UI Ergonomics,0.6709,0,2026-09-08 04:09:33
10217,678,Fast shipping and nice packaging.,Call Center Note,Shipping Delay,0.2725,1,2026-09-11 01:30:33
10218,552,System latency is terrible after the latest update.,Email Support,Shipping Delay,0.6273,0,2026-09-09 10:24:33
10219,572,"Major outage across the platform, unable to log in.",Web Review,Billing Defect,0.6297,0,2026-08-16 02:33:33
10220,984,Package arrived damaged and customer support is ignoring my emails.,Mobile App,Product Quality,0.6307,0,2026-09-09 13:18:33
10221,910,Fast shipping and nice packaging.,Mobile App,UI Ergonomics,0.2321,1,2026-09-08 12:49:33
10222,613,"Great quality product, highly recommended!",Twitter,Billing Defect,0.242,1,2026-09-03 00:30:33
10223,186,Package arrived damaged and customer support is ignoring my emails.,Call Center Note,General Praise,0.993,0,2026-08-21 08:53:33
10224,636,System latency is terrible after the latest update.,Call Center Note,Product Quality,0.9964,0,2026-08-20 17:48:33
10225,893,Package arrived damaged and customer support is ignoring my emails.,Email Support,General Praise,0.755,0,2026-09-09 17:28:33
10226,196,Package arrived damaged and customer support is ignoring my emails.,Call Center Note,General Praise,0.6264,0,2026-08-31 02:38:33
10227,441,"Major outage across the platform, unable to log in.",Mobile App,Product Quality,0.9493,0,2026-08-19 22:53:33
10228,815,"Great quality product, highly recommended!",Web Review,App Crash,0.3871,1,2026-09-09 14:21:33
10229,485,Love the new design update! Very smooth.,Email Support,App Crash,0.1238,1,2026-09-06 11:22:33
10230,118,System latency is terrible after the latest update.,Email Support,Shipping Delay,0.8034,0,2026-08-21 17:18:33
10231,597,"Great quality product, highly recommended!",Twitter,App Crash,0.3791,1,2026-08-19 18:40:33
10232,203,Package arrived damaged and customer support is ignoring my emails.,Call Center Note,Product Quality,0.9378,0,2026-09-06 11:31:33
10233,732,Package arrived damaged and customer support is ignoring my emails.,Twitter,Product Quality,0.9506,0,2026-08-30 15:53:33
10234,889,"Double charged on my credit card, fix this immediately!",Call Center Note,App Crash,0.9325,0,2026-09-02 10:28:33
10235,343,Package arrived damaged and customer support is ignoring my emails.,Web Review,Product Quality,0.8705,0,2026-08-26 11:38:33
10236,344,Fast shipping and nice packaging.,Email Support,UI Ergonomics,0.0936,1,2026-08-22 08:20:33
10237,572,"Major outage across the platform, unable to log in.",Email Support,UI Ergonomics,0.9938,0,2026-09-05 09:43:33
10238,920,Customer support resolved my billing issue in 5 minutes.,Call Center Note,App Crash,0.3268,1,2026-08-24 21:29:33
10239,667,System latency is terrible after the latest update.,Mobile App,General Praise,0.9496,0,2026-09-05 23:55:33
10240,264,"Great quality product, highly recommended!",Email Support,UI Ergonomics,0.0336,1,2026-09-05 21:08:33
10241,327,System latency is terrible after the latest update.,Web Review,Shipping Delay,0.6367,0,2026-08-14 17:32:33
10242,341,Fast shipping and nice packaging.,Web Review,Billing Defect,0.2008,1,2026-08-30 13:55:33
10243,959,Package arrived damaged and customer support is ignoring my emails.,Email Support,App Crash,0.9723,0,2026-08-19 18:42:33
10244,242,System latency is terrible after the latest update.,Web Review,UI Ergonomics,0.8784,0,2026-09-10 12:32:33
10245,320,App keeps crashing during checkout payment step!,Twitter,Product Quality,0.6076,0,2026-09-10 05:28:33
10246,343,Love the new design update! Very smooth.,Email Support,Billing Defect,0.3105,1,2026-08-15 16:34:33
10247,213,"Major outage across the platform, unable to log in.",Web Review,Product Quality,0.7828,0,2026-09-06 21:55:33
10248,835,"Major outage across the platform, unable to log in.",Twitter,Shipping Delay,0.83,0,2026-09-02 01:15:33
10249,526,Package arrived damaged and customer support is ignoring my emails.,Twitter,General Praise,0.6962,0,2026-08-17 09:55:33
10250,638,"Great quality product, highly recommended!",Call Center Note,Product Quality,0.0271,1,2026-09-05 14:52:33
10251,144,Fast shipping and nice packaging.,Web Review,Shipping Delay,0.3493,1,2026-08-25 01:28:33
10252,453,"Great quality product, highly recommended!",Twitter,General Praise,0.3154,1,2026-09-12 10:08:33
10253,460,"Great quality product, highly recommended!",Call Center Note,Shipping Delay,0.0534,1,2026-09-11 18:31:33
10254,590,System latency is terrible after the latest update.,Twitter,App Crash,0.9923,0,2026-08-16 09:20:33
10255,306,Fast shipping and nice packaging.,Mobile App,App Crash,0.0148,1,2026-08-15 10:11:33
10256,934,Package arrived damaged and customer support is ignoring my emails.,Call Center Note,UI Ergonomics,0.8062,0,2026-08-25 01:06:33
10257,982,"Double charged on my credit card, fix this immediately!",Mobile App,General Praise,0.7144,0,2026-08-28 14:58:33
10258,509,Package arrived damaged and customer support is ignoring my emails.,Web Review,UI Ergonomics,0.7748,0,2026-08-28 22:44:33
10259,476,Fast shipping and nice packaging.,Call Center Note,Shipping Delay,0.2768,1,2026-08-17 06:39:33
